#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
     3242000       6.345123e-03       4.763618e-04       3.031892e-03       1.691791e-01       8.670536e-03       3.838718e-02
     3244000       8.455723e-03       9.232840e-04       4.718165e-03       1.638957e-01       4.275411e-03       3.912040e-02
     3246000       1.525737e-02       8.300008e-04       7.872162e-03       2.745636e-01       8.319483e-03       4.087244e-02
     3248000       9.998314e-03       9.379512e-04       5.269342e-03       2.126868e-01       9.679725e-03       4.056721e-02
     3250000       7.234256e-03       1.438147e-04       3.713782e-03       1.356321e-01       8.769129e-03       3.644189e-02
     3252000       1.337966e-02       3.485972e-04       7.208697e-03       1.355996e-01       9.142227e-03       3.468723e-02
     3254000       7.669106e-03       6.103962e-04       4.234287e-03       1.338536e-01       6.754529e-03       3.716100e-02
     3256000       1.060456e-02       2.806922e-04       5.786079e-03       1.097022e-01       1.021551e-02       3.398594e-02
     3258000       9.020226e-03       5.062540e-04       4.852957e-03       1.967667e-01       7.969777e-03       3.964924e-02
     3260000       9.237182e-03       6.072009e-04       4.916924e-03       1.991206e-01       9.146217e-03       3.993852e-02
     3262000       1.162209e-02       4.760830e-04       6.021139e-03       1.204203e-01       8.835984e-03       3.874357e-02
     3264000       1.459421e-02       7.356764e-04       8.062176e-03       1.554252e-01       1.042708e-02       3.680827e-02
     3266000       7.132682e-03       5.388458e-04       3.829607e-03       1.716207e-01       7.925409e-03       3.511688e-02
     3268000       8.848769e-03       5.942494e-04       4.804799e-03       1.379803e-01       7.634437e-03       3.541696e-02
     3270000       1.381955e-02       3.658785e-04       7.668951e-03       1.391717e-01       7.803110e-03       3.653304e-02
     3272000       1.435711e-02       3.555639e-04       8.199435e-03       1.582915e-01       1.077445e-02       3.880604e-02
     3274000       1.267874e-02       6.208849e-04       7.002909e-03       1.684171e-01       9.204198e-03       3.546535e-02
     3276000       1.026748e-02       1.104020e-03       5.569950e-03       1.630997e-01       8.011985e-03       3.586569e-02
     3278000       1.276092e-02       7.894796e-04       6.922082e-03       1.517156e-01       8.714582e-03       3.616533e-02
     3280000       1.244161e-02       1.049812e-04       6.994487e-03       1.511073e-01       4.851280e-03       3.371216e-02
     3282000       1.392044e-02       8.786769e-04       7.906481e-03       1.612807e-01       6.432959e-03       3.745131e-02
     3284000       1.161277e-02       5.044042e-04       6.081897e-03       1.620662e-01       8.202291e-03       3.470436e-02
     3286000       1.277579e-02       4.072730e-04       6.916011e-03       1.788200e-01       6.330362e-03       3.418557e-02
     3288000       1.207918e-02       3.614551e-04       6.682851e-03       1.369188e-01       9.441966e-03       3.760365e-02
     3290000       1.247179e-02       5.833424e-04       6.541401e-03       1.510381e-01       8.831403e-03       3.653555e-02
     3292000       1.100071e-02       3.920237e-04       5.823242e-03       9.291709e-02       8.986642e-03       3.577879e-02
     3294000       1.173218e-02       6.377995e-04       6.464275e-03       2.447064e-01       9.229179e-03       4.222720e-02
     3296000       1.187270e-02       4.665827e-04       6.580214e-03       1.582853e-01       7.882344e-03       3.826115e-02
     3298000       1.886039e-02       5.618790e-04       1.064096e-02       1.626658e-01       6.235966e-03       3.881061e-02
     3300000       1.162278e-02       1.027075e-03       6.376341e-03       1.671778e-01       6.590865e-03       3.550728e-02
     3302000       1.430623e-02       9.837141e-04       8.013432e-03       2.114640e-01       8.904364e-03       3.904508e-02
     3304000       1.486582e-02       7.443950e-04       8.207518e-03       2.108763e-01       7.940804e-03       3.876395e-02
     3306000       1.426356e-02       3.393052e-04       7.385389e-03       1.564506e-01       5.378050e-03       3.632034e-02
     3308000       9.106492e-03       4.041687e-04       5.185299e-03       1.782407e-01       8.064410e-03       3.358493e-02
     3310000       9.977879e-03       5.312969e-04       5.378713e-03       2.438457e-01       9.717370e-03       3.758386e-02
     3312000       1.336470e-02       7.886993e-04       7.139708e-03       1.611946e-01       9.289339e-03       3.591117e-02
     3314000       8.334389e-03       7.612808e-04       4.523209e-03       1.591401e-01       6.492218e-03       3.220961e-02
     3316000       1.032754e-02       6.226143e-04       5.600162e-03       1.915212e-01       8.341045e-03       3.750856e-02
     3318000       1.541730e-02       8.096055e-04       8.650333e-03       1.712993e-01       8.428633e-03       3.891662e-02
     3320000       1.138784e-02       3.240663e-04       6.359518e-03       1.307235e-01       5.066044e-03       3.381694e-02
     3322000       1.410699e-02       5.709016e-04       7.432482e-03       1.822164e-01       7.906163e-03       3.760267e-02
     3324000       1.160050e-02       1.019142e-04       6.398117e-03       1.490118e-01       9.147230e-03       3.458113e-02
     3326000       1.386408e-02       4.424480e-04       7.741930e-03       2.038444e-01       7.706456e-03       3.832085e-02
     3328000       1.110844e-02       8.230775e-04       6.029875e-03       1.564467e-01       8.194505e-03       3.660615e-02
     3330000       1.423281e-02       6.303413e-04       7.864368e-03       1.644923e-01       9.829011e-03       3.776102e-02
     3332000       1.503920e-02       6.958767e-04       8.048981e-03       1.575845e-01       6.701470e-03       3.342723e-02
     3334000       1.343187e-02       5.000896e-04       7.432119e-03       1.714749e-01       7.302604e-03       3.815221e-02
     3336000       1.098472e-02       1.099208e-03       6.256120e-03       1.664876e-01       6.379845e-03       3.842839e-02
     3338000       1.375399e-02       7.334597e-04       7.881149e-03       1.868616e-01       6.668194e-03       3.734222e-02
     3340000       1.157913e-02       4.267139e-04       6.504505e-03       2.207961e-01       9.159756e-03       3.971095e-02
     3342000       1.173457e-02       5.083393e-04       6.317037e-03       1.289364e-01       6.633230e-03       3.431699e-02
     3344000       1.478031e-02       6.643147e-04       7.560385e-03       1.818977e-01       4.926627e-03       3.938635e-02
     3346000       1.535270e-02       5.681436e-04       8.104472e-03       1.644197e-01       7.236441e-03       4.020584e-02
     3348000       1.361124e-02       6.992156e-04       7.487302e-03       1.866546e-01       6.890973e-03       3.931213e-02
     3350000       1.759791e-02       2.762601e-04       9.372268e-03       1.602005e-01       9.020685e-03       3.951515e-02
     3352000       1.624569e-02       4.566406e-04       9.154517e-03       1.208625e-01       9.858938e-03       3.725928e-02
     3354000       1.151857e-02       8.689385e-04       6.286055e-03       1.485322e-01       8.708178e-03       3.721963e-02
     3356000       1.030190e-02       4.170219e-04       5.778347e-03       1.721900e-01       8.665986e-03       3.474013e-02
     3358000       1.403013e-02       8.319587e-04       7.380354e-03       1.607543e-01       9.598843e-03       3.744375e-02
     3360000       1.245654e-02       6.372638e-05       6.955176e-03       1.712281e-01       7.785921e-03       3.541331e-02
     3362000       1.420633e-02       2.246138e-04       7.390181e-03       1.348049e-01       1.011253e-02       3.625018e-02
     3364000       1.351607e-02       4.115496e-04       7.144710e-03       1.640999e-01       9.667777e-03       3.838439e-02
     3366000       1.214844e-02       4.158005e-04       5.927607e-03       1.879697e-01       8.802149e-03       3.654435e-02
     3368000       1.674899e-02       7.504527e-04       8.944892e-03       2.398674e-01       8.654265e-03       4.382149e-02
     3370000       9.103963e-03       4.486185e-04       4.787528e-03       1.594300e-01       8.324777e-03       3.449446e-02
     3372000       1.001012e-02       7.443351e-04       5.496394e-03       1.402544e-01       8.191230e-03       3.461393e-02
     3374000       1.034298e-02       5.565975e-04       5.035128e-03       1.549169e-01       7.335620e-03       3.870045e-02
     3376000       1.292547e-02       5.593090e-04       7.436109e-03       1.789589e-01       9.256505e-03       3.854574e-02
     3378000       1.146198e-02       2.303796e-04       6.343044e-03       1.638516e-01       5.853969e-03       3.499395e-02
     3380000       1.291567e-02       4.152807e-04       6.973629e-03       1.418509e-01       8.378883e-03       3.550125e-02
     3382000       1.301986e-02       8.373268e-04       7.262092e-03       2.374343e-01       9.213926e-03       3.956230e-02
     3384000       1.489390e-02       1.082690e-03       7.930005e-03       2.607717e-01       9.003057e-03       4.248170e-02
     3386000       1.331930e-02       2.716856e-04       7.412606e-03       1.801266e-01       7.698412e-03       4.145611e-02
     3388000       1.391079e-02       6.918282e-04       7.581420e-03       1.782691e-01       7.861119e-03       4.194665e-02
     3390000       9.723736e-03       8.392181e-04       5.393363e-03       1.938512e-01       7.595082e-03       3.795948e-02
     3392000       5.708280e-03       1.024879e-03       3.079895e-03       1.868760e-01       7.219635e-03       4.013238e-02
     3394000       9.463357e-03       7.456454e-04       5.347976e-03       2.903171e-01       8.870761e-03       4.371020e-02
     3396000       1.749254e-02       9.373239e-04       1.000230e-02       2.413758e-01       9.030174e-03       4.353658e-02
     3398000       1.062747e-02       4.054017e-04       5.764128e-03       1.642357e-01       8.518632e-03       3.737944e-02
     3400000       1.427450e-02       8.399934e-04       8.159834e-03       1.530675e-01       8.195763e-03       3.957355e-02
     3402000       1.374896e-02       5.175282e-04       7.163897e-03       1.521917e-01       9.520022e-03       3.606276e-02
     3404000       6.344822e-03       4.821177e-04       3.424856e-03       2.489884e-01       8.132852e-03       4.133661e-02
     3406000       1.336291e-02       4.315242e-04       7.013690e-03       1.699840e-01       4.014590e-03       3.725324e-02
     3408000       1.328744e-02       5.969646e-04       7.629459e-03       1.306848e-01       6.080725e-03       3.433383e-02
     3410000       1.013100e-02       4.161556e-04       5.439223e-03       1.091434e-01       7.455287e-03       3.116620e-02
     3412000       9.976471e-03       9.145925e-04       5.485200e-03       1.406772e-01       7.322884e-03       3.395849e-02
     3414000       1.226100e-02       4.876109e-04       6.526019e-03       1.966873e-01       7.688999e-03       3.882527e-02
     3416000       1.102474e-02       5.464315e-04       5.369596e-03       1.496835e-01       6.551751e-03       3.716354e-02
     3418000       1.123225e-02       4.007417e-04       6.107743e-03       1.466335e-01       4.649364e-03       3.691463e-02
     3420000       1.822729e-02       8.594910e-04       9.729489e-03       1.395947e-01       5.475325e-03       3.802038e-02
     3422000       1.371826e-02       8.094620e-04       7.752830e-03       1.687424e-01       8.493074e-03       3.703731e-02
     3424000       1.440778e-02       5.011820e-04       7.748301e-03       1.314948e-01       6.472092e-03       3.569304e-02
     3426000       1.007574e-02       3.291647e-04       5.427495e-03       1.587274e-01       7.333631e-03       3.443432e-02
     3428000       1.160814e-02       1.152113e-03       6.574632e-03       1.809880e-01       7.287261e-03       3.699064e-02
     3430000       1.056162e-02       6.305775e-04       5.655816e-03       1.146997e-01       6.101408e-03       3.346161e-02
     3432000       1.317200e-02       1.379934e-04       7.486596e-03       1.141925e-01       6.450750e-03       3.631136e-02
     3434000       1.409269e-02       3.164134e-04       7.966576e-03       2.013539e-01       8.251745e-03       4.111583e-02
     3436000       1.436806e-02       7.458261e-04       7.944631e-03       1.299731e-01       9.719543e-03       3.629168e-02
     3438000       1.076101e-02       6.363059e-04       6.081379e-03       1.328766e-01       7.473335e-03       3.436089e-02
     3440000       8.280493e-03       4.117951e-04       4.447744e-03       1.766950e-01       9.559135e-03       3.572908e-02
     3442000       1.730742e-02       1.169421e-03       9.512284e-03       2.109690e-01       8.803924e-03       3.898608e-02
     3444000       1.597453e-02       5.083070e-04       8.858089e-03       1.508615e-01       7.630227e-03       3.892269e-02
     3446000       1.438685e-02       6.622108e-04       8.026928e-03       1.520584e-01       8.478597e-03       3.699053e-02
     3448000       1.312130e-02       5.146285e-04       6.992155e-03       2.140870e-01       8.492571e-03       4.066776e-02
     3450000       1.297884e-02       4.774658e-04       6.674635e-03       1.723256e-01       8.560812e-03       3.781718e-02
     3452000       1.045258e-02       2.573567e-04       5.656561e-03       1.610321e-01       9.703566e-03       3.674570e-02
     3454000       6.803688e-03       2.753771e-04       3.384813e-03       1.335676e-01       9.591082e-03       3.624479e-02
     3456000       1.130336e-02       3.708530e-04       5.910223e-03       1.912511e-01       7.568019e-03       4.238717e-02
     3458000       9.831723e-03       1.104325e-03       5.532368e-03       2.087977e-01       9.608885e-03       4.289636e-02
     3460000       1.059558e-02       4.506549e-04       5.882806e-03       1.832633e-01       1.035912e-02       3.625334e-02
     3462000       1.010593e-02       6.131637e-04       5.917565e-03       2.423590e-01       9.065251e-03       4.180164e-02
     3464000       1.229879e-02       7.996187e-04       6.666098e-03       2.042757e-01       7.156367e-03       3.814104e-02
     3466000       1.264942e-02       6.601507e-04       6.935188e-03       1.877108e-01       9.053367e-03       3.465707e-02
     3468000       1.777707e-02       1.321470e-03       9.990084e-03       2.653308e-01       8.147200e-03       4.703043e-02
     3470000       5.770853e-03       3.902110e-04       3.302897e-03       1.639593e-01       9.144813e-03       3.611020e-02
     3472000       9.423865e-03       9.030601e-04       5.131362e-03       1.988902e-01       8.559996e-03       3.534833e-02
     3474000       1.272525e-02       6.774646e-04       7.013009e-03       1.592893e-01       9.536360e-03       3.775566e-02
     3476000       1.205959e-02       5.568080e-04       6.692840e-03       1.352272e-01       6.552569e-03       3.694270e-02
     3478000       5.478813e-03       4.319223e-04       3.047728e-03       1.842124e-01       8.682185e-03       4.052630e-02
     3480000       1.244523e-02       8.393196e-04       6.808042e-03       1.675837e-01       7.342368e-03       4.064589e-02
     3482000       8.991595e-03       1.116196e-04       5.195651e-03       1.571061e-01       7.920306e-03       3.587722e-02
     3484000       1.755026e-02       9.965275e-04       9.429263e-03       2.046501e-01       8.278858e-03       4.065360e-02
     3486000       9.148659e-03       5.995010e-04       4.828828e-03       1.653022e-01       9.771002e-03       3.936880e-02
     3488000       9.622833e-03       5.394821e-04       5.233513e-03       1.956661e-01       6.586202e-03       3.869203e-02
     3490000       5.001622e-03       7.396505e-04       2.917656e-03       1.665453e-01       7.462185e-03       3.480114e-02
     3492000       1.803150e-02       3.149338e-04       9.694757e-03       2.060748e-01       8.627085e-03       3.957318e-02
     3494000       8.693387e-03       7.550627e-04       4.761018e-03       1.456292e-01       6.852084e-03       3.563032e-02
     3496000       1.420639e-02       5.730645e-04       7.395294e-03       2.185887e-01       7.381982e-03       4.179376e-02
     3498000       1.127002e-02       4.198956e-04       6.323972e-03       1.221773e-01       4.700678e-03       3.467548e-02
     3500000       9.367822e-03       8.763540e-04       4.644309e-03       1.571127e-01       8.060196e-03       3.643126e-02
     3502000       1.212634e-02       5.853839e-04       6.742852e-03       1.455085e-01       8.916688e-03       3.672676e-02
     3504000       1.256416e-02       6.442013e-04       7.069888e-03       3.232937e-01       6.562747e-03       4.271050e-02
     3506000       1.278244e-02       9.742829e-04       6.964820e-03       3.515544e-01       9.026288e-03       4.122026e-02
     3508000       1.403056e-02       5.745675e-04       7.824540e-03       2.233721e-01       1.030518e-02       4.396414e-02
     3510000       1.348650e-02       3.523489e-04       7.443046e-03       1.642323e-01       9.125272e-03       3.976282e-02
     3512000       1.240519e-02       6.605769e-04       6.973573e-03       1.335473e-01       7.653070e-03       3.724036e-02
     3514000       8.671144e-03       5.161708e-04       4.887072e-03       1.830708e-01       4.638882e-03       3.430058e-02
     3516000       1.464528e-02       1.326346e-03       7.911329e-03       2.514940e-01       4.749996e-03       4.170060e-02
     3518000       5.717930e-03       7.023363e-04       2.917608e-03       1.468411e-01       7.260340e-03       3.424245e-02
     3520000       1.611352e-02       9.147843e-04       9.110366e-03       1.471394e-01       6.456056e-03       3.896126e-02
     3522000       1.300445e-02       3.211376e-04       6.738424e-03       1.631258e-01       7.070173e-03       4.104192e-02
     3524000       1.490641e-02       1.085378e-03       8.051348e-03       2.601417e-01       7.092713e-03       3.835097e-02
     3526000       1.097864e-02       3.512453e-04       5.583823e-03       1.698869e-01       8.914868e-03       3.778208e-02
     3528000       1.089451e-02       4.931138e-04       5.809327e-03       1.282894e-01       6.636656e-03       3.254227e-02
     3530000       1.802234e-02       5.327742e-04       9.475884e-03       1.692297e-01       7.043436e-03       4.065081e-02
     3532000       1.546070e-02       7.074540e-04       8.320787e-03       1.806621e-01       7.768784e-03       3.878075e-02
     3534000       1.805673e-02       6.613981e-04       9.805168e-03       2.047724e-01       8.499143e-03       4.282360e-02
     3536000       1.480027e-02       5.555169e-04       7.790288e-03       1.497035e-01       8.517655e-03       3.736957e-02
     3538000       1.752063e-02       2.825381e-04       9.930073e-03       1.395293e-01       5.856838e-03       3.791255e-02
     3540000       1.455523e-02       9.259877e-04       7.713349e-03       1.536148e-01       8.577278e-03       3.624451e-02
     3542000       9.620918e-03       9.204022e-04       5.415365e-03       1.157429e-01       8.508951e-03       3.219041e-02
     3544000       1.496639e-02       1.104984e-03       8.016244e-03       1.262413e-01       6.515729e-03       3.549037e-02
     3546000       1.232803e-02       3.556061e-04       6.506449e-03       1.426691e-01       1.052940e-02       3.248988e-02
     3548000       1.151029e-02       3.527753e-04       6.517790e-03       1.263431e-01       5.904844e-03       3.585935e-02
     3550000       1.510243e-02       6.975817e-04       7.962776e-03       1.635905e-01       8.578428e-03       4.345573e-02
     3552000       1.476481e-02       8.317728e-04       8.286146e-03       1.516869e-01       1.037959e-02       3.999579e-02
     3554000       1.147834e-02       6.368291e-04       6.014029e-03       2.285752e-01       1.051457e-02       4.329496e-02
     3556000       1.292095e-02       4.314803e-04       6.953165e-03       1.316965e-01       8.223436e-03       3.664773e-02
     3558000       1.481493e-02       4.403353e-04       8.013970e-03       2.175641e-01       9.292809e-03       4.464838e-02
     3560000       1.170998e-02       5.886060e-04       6.369167e-03       1.284846e-01       8.284989e-03       3.531648e-02
     3562000       1.776457e-02       3.701100e-04       9.762209e-03       1.534603e-01       8.293467e-03       4.319132e-02
     3564000       8.977421e-03       4.272783e-04       4.979166e-03       1.821316e-01       8.209225e-03       3.719002e-02
     3566000       7.919249e-03       7.094923e-04       4.141114e-03       2.000079e-01       8.755489e-03       4.104764e-02
     3568000       1.404267e-02       8.328589e-04       8.038824e-03       1.954521e-01       7.912141e-03       4.154285e-02
     3570000       1.401258e-02       2.990942e-04       7.051849e-03       1.678504e-01       7.789060e-03       3.853633e-02
     3572000       1.779862e-02       6.915828e-04       1.004443e-02       1.773539e-01       8.635987e-03       3.712090e-02
     3574000       1.338367e-02       8.407607e-04       7.435917e-03       1.272944e-01       1.018011e-02       3.763002e-02
     3576000       9.726798e-03       8.659697e-04       5.619863e-03       1.609097e-01       7.261664e-03       3.956113e-02
     3578000       1.165704e-02       2.905510e-04       5.644875e-03       2.197800e-01       7.514502e-03       4.088120e-02
     3580000       1.072810e-02       4.753952e-04       5.976995e-03       1.369611e-01       8.310363e-03       3.628062e-02
     3582000       1.745531e-02       4.933443e-04       9.104242e-03       1.870809e-01       9.004061e-03       4.192346e-02
     3584000       1.515039e-02       4.284812e-04       8.492851e-03       1.951516e-01       8.422761e-03       3.826215e-02
     3586000       1.142593e-02       6.426633e-04       6.322126e-03       1.389180e-01       7.176561e-03       3.364814e-02
     3588000       1.518584e-02       3.108998e-04       8.409413e-03       1.669796e-01       8.199274e-03       4.074702e-02
     3590000       1.392590e-02       1.154216e-03       7.465934e-03       1.426151e-01       7.209913e-03       3.468734e-02
     3592000       9.767344e-03       6.341045e-04       5.567109e-03       1.623843e-01       7.849117e-03       3.503959e-02
     3594000       1.131118e-02       1.019438e-03       5.773279e-03       1.524152e-01       8.149655e-03       4.273661e-02
     3596000       1.530195e-02       1.024692e-03       7.734370e-03       1.953451e-01       7.518723e-03       4.199930e-02
     3598000       1.269358e-02       6.996573e-04       6.999136e-03       1.455037e-01       8.158428e-03       3.828928e-02
     3600000       1.647126e-02       7.773455e-04       8.638965e-03       1.826677e-01       8.572954e-03       4.221014e-02
     3602000       1.320879e-02       1.092063e-03       7.488377e-03       1.776579e-01       5.474806e-03       3.798019e-02
     3604000       1.512896e-02       8.929523e-04       8.211405e-03       1.598006e-01       4.205495e-03       3.774593e-02
     3606000       1.258338e-02       8.754121e-04       6.897662e-03       1.648784e-01       8.857139e-03       3.717249e-02
     3608000       1.532384e-02       2.984727e-04       8.587291e-03       2.237375e-01       7.869272e-03       3.555014e-02
     3610000       1.545681e-02       6.214634e-04       8.316248e-03       2.057091e-01       8.049325e-03       3.985819e-02
     3612000       1.497956e-02       4.098204e-04       8.069027e-03       1.547165e-01       6.324736e-03       3.738544e-02
     3614000       9.845229e-03       3.221329e-04       5.418221e-03       1.097137e-01       5.445159e-03       3.213968e-02
     3616000       1.234720e-02       2.362838e-04       7.001760e-03       1.507035e-01       6.301951e-03       3.523356e-02
     3618000       9.667862e-03       4.711664e-04       5.360784e-03       1.452575e-01       7.143591e-03       3.509036e-02
     3620000       9.191055e-03       5.167711e-04       5.155078e-03       1.280913e-01       9.365487e-03       3.337062e-02
     3622000       1.324878e-02       5.296146e-04       6.993786e-03       1.571065e-01       7.028332e-03       3.775618e-02
     3624000       1.467397e-02       1.499935e-04       7.954938e-03       1.513699e-01       7.436302e-03       3.642931e-02
     3626000       1.380988e-02       4.284457e-04       7.968583e-03       1.496037e-01       1.106807e-02       3.668781e-02
     3628000       1.354819e-02       4.332834e-04       7.579858e-03       1.541093e-01       9.140113e-03       3.794568e-02
     3630000       1.286417e-02       3.284569e-04       7.227371e-03       1.364801e-01       8.332964e-03       3.428407e-02
     3632000       1.173369e-02       4.781297e-04       6.457306e-03       1.382024e-01       7.406957e-03       3.581046e-02
     3634000       6.490167e-03       5.795235e-04       3.715102e-03       2.302498e-01       8.270681e-03       3.969577e-02
     3636000       1.104058e-02       8.889238e-04       6.273433e-03       1.320929e-01       8.813303e-03       3.836986e-02
     3638000       1.239019e-02       6.891959e-04       6.844176e-03       1.396708e-01       9.281937e-03       3.409399e-02
     3640000       1.426333e-02       3.635973e-04       7.826359e-03       1.573823e-01       7.770838e-03       3.475724e-02
     3642000       1.642468e-02       6.297735e-04       9.091192e-03       1.699953e-01       6.425888e-03       4.424220e-02
     3644000       1.363494e-02       2.673483e-04       7.487035e-03       1.494491e-01       9.950805e-03       3.921894e-02
     3646000       1.148948e-02       3.130495e-04       6.252160e-03       1.612808e-01       8.857961e-03       3.903231e-02
     3648000       1.057532e-02       1.068487e-03       5.972207e-03       1.760456e-01       8.033004e-03       4.109605e-02
     3650000       1.226805e-02       6.583811e-04       6.483711e-03       1.406329e-01       1.065066e-02       3.615199e-02
     3652000       1.090921e-02       5.502942e-04       5.825023e-03       1.225779e-01       7.044685e-03       3.426355e-02
     3654000       8.853249e-03       4.194896e-04       4.738690e-03       1.658701e-01       6.969144e-03       3.859371e-02
     3656000       7.625020e-03       9.342867e-04       4.109406e-03       1.689111e-01       7.899381e-03       3.607012e-02
     3658000       7.911028e-03       6.386996e-04       4.350625e-03       1.790030e-01       8.267585e-03       4.020359e-02
     3660000       1.364303e-02       8.192431e-04       7.444911e-03       1.418868e-01       7.890162e-03       3.751578e-02
     3662000       1.408863e-02       5.466112e-04       7.573384e-03       1.724507e-01       7.336869e-03       3.765036e-02
     3664000       1.245284e-02       5.712661e-04       6.742451e-03       1.251155e-01       7.018909e-03       3.464172e-02
     3666000       1.630563e-02       2.877245e-04       8.772172e-03       1.765546e-01       8.170070e-03       3.782993e-02
     3668000       1.182705e-02       7.539253e-04       6.308794e-03       1.896667e-01       9.562535e-03       3.667904e-02
     3670000       1.812575e-02       5.498121e-04       9.788480e-03       1.935403e-01       7.967302e-03       4.156304e-02
     3672000       1.215803e-02       7.532919e-04       7.048058e-03       1.444797e-01       7.754338e-03       3.717570e-02
     3674000       1.536573e-02       4.580852e-04       8.651822e-03       1.630551e-01       6.165720e-03       4.032617e-02
     3676000       1.177535e-02       3.859450e-04       6.444433e-03       1.419210e-01       8.911847e-03       3.415161e-02
     3678000       1.190218e-02       2.483088e-04       5.894964e-03       1.337971e-01       6.423058e-03       3.391625e-02
     3680000       1.122452e-02       4.179001e-04       5.948272e-03       1.503614e-01       5.616714e-03       3.604679e-02
     3682000       8.174532e-03       3.084286e-04       4.657707e-03       1.455585e-01       7.317928e-03       3.696904e-02
     3684000       1.566680e-02       4.430827e-04       8.639194e-03       1.672739e-01       9.358398e-03       3.738945e-02
     3686000       1.496640e-02       7.065618e-04       8.541938e-03       1.696674e-01       7.791607e-03       3.733843e-02
     3688000       1.062099e-02       3.369532e-04       5.697533e-03       1.553311e-01       5.407039e-03       3.966172e-02
     3690000       1.234859e-02       5.133309e-04       7.002596e-03       1.720951e-01       8.048350e-03       4.001431e-02
     3692000       1.262379e-02       7.515670e-04       6.727789e-03       1.408495e-01       6.186941e-03       3.545654e-02
     3694000       1.215243e-02       1.242117e-03       6.349658e-03       2.635247e-01       7.079650e-03       4.465948e-02
     3696000       1.044362e-02       8.741374e-04       5.723225e-03       2.603534e-01       1.024468e-02       4.615887e-02
     3698000       6.605960e-03       6.066021e-04       3.630271e-03       1.461279e-01       8.928509e-03       3.893079e-02
     3700000       1.321164e-02       1.051837e-03       6.814986e-03       1.685944e-01       4.094467e-03       3.824317e-02
     3702000       9.118504e-03       8.570861e-04       4.704428e-03       2.166570e-01       8.135156e-03       3.959447e-02
     3704000       1.536198e-02       5.646697e-04       8.617317e-03       1.325480e-01       9.802997e-03       3.851815e-02
     3706000       7.870138e-03       6.627839e-04       4.262237e-03       1.713304e-01       6.966224e-03       3.755110e-02
     3708000       1.787099e-02       7.853082e-04       9.854202e-03       1.643591e-01       7.963536e-03       4.401381e-02
     3710000       8.712590e-03       2.827728e-04       4.670879e-03       1.339153e-01       8.134232e-03       3.961187e-02
     3712000       1.432338e-02       4.397457e-04       7.891359e-03       1.708444e-01       6.962163e-03       3.942706e-02
     3714000       1.625007e-02       6.611603e-04       8.080611e-03       2.113892e-01       6.852179e-03       4.083653e-02
     3716000       1.395897e-02       5.754459e-04       7.823475e-03       2.002060e-01       5.736066e-03       3.694627e-02
     3718000       1.607475e-02       4.695040e-04       8.701643e-03       1.701965e-01       6.288024e-03       3.823501e-02
     3720000       9.665130e-03       5.912883e-04       5.266906e-03       1.666652e-01       8.300174e-03       3.685630e-02
     3722000       1.111191e-02       1.066613e-03       6.085175e-03       1.563591e-01       1.080126e-02       4.103390e-02
     3724000       4.165652e-03       7.534051e-04       2.092861e-03       3.283428e-01       9.651214e-03       4.299348e-02
     3726000       5.693096e-03       6.226662e-04       3.169351e-03       1.481421e-01       7.103994e-03       3.704405e-02
     3728000       1.070566e-02       5.420598e-04       5.826038e-03       1.492479e-01       6.095719e-03       3.602514e-02
     3730000       1.178840e-02       4.633375e-04       6.588265e-03       1.619547e-01       5.994729e-03       3.611554e-02
     3732000       1.516270e-02       4.387977e-04       8.121041e-03       1.455165e-01       8.759327e-03       3.705764e-02
     3734000       8.811282e-03       7.613611e-04       4.919666e-03       1.439036e-01       8.875596e-03       3.382351e-02
     3736000       1.202960e-02       4.375863e-04       6.736464e-03       1.422319e-01       8.691907e-03       3.668001e-02
     3738000       1.325652e-02       4.358181e-04       7.279345e-03       1.367852e-01       6.374806e-03       3.462597e-02
     3740000       1.212619e-02       5.392293e-04       6.626166e-03       1.186579e-01       9.131026e-03       3.514379e-02
     3742000       1.222597e-02       5.928532e-04       6.661957e-03       1.898044e-01       9.564350e-03       3.768474e-02
     3744000       1.160701e-02       5.910501e-04       6.277371e-03       1.682709e-01       7.429504e-03       3.793107e-02
     3746000       1.547613e-02       5.913247e-04       8.443924e-03       1.706752e-01       8.803287e-03       4.310622e-02
     3748000       1.083225e-02       8.138146e-04       5.811771e-03       1.714268e-01       5.442472e-03       3.627616e-02
     3750000       1.181376e-02       6.686832e-04       6.297039e-03       1.537003e-01       6.801254e-03       3.489755e-02
     3752000       1.415301e-02       3.234682e-04       7.630304e-03       1.827067e-01       1.091936e-02       3.905376e-02
     3754000       1.005030e-02       8.227765e-04       5.687399e-03       1.713836e-01       9.324010e-03       3.815088e-02
     3756000       1.101768e-02       5.194818e-04       6.273580e-03       1.980995e-01       6.284181e-03       3.882828e-02
     3758000       1.311012e-02       5.530014e-04       6.844301e-03       1.342417e-01       8.080238e-03       3.674477e-02
     3760000       1.102566e-02       4.951089e-04       6.014952e-03       1.288301e-01       7.974299e-03       3.451391e-02
     3762000       9.525790e-03       1.007235e-03       5.310335e-03       1.252341e-01       9.060685e-03       3.546947e-02
     3764000       7.982532e-03       8.199109e-04       4.392508e-03       1.585259e-01       6.379647e-03       3.758347e-02
     3766000       1.612588e-02       9.175778e-04       8.755576e-03       2.245885e-01       1.033435e-02       4.046925e-02
